file_name,index,fake_or_true,feeling,nr_links,nr_locations,verbos,substantivos,adverbios,pronomes,artigos,adjetivo,numerais,preposicoes,conjuncoes,pontuacao,interjeicoes,verbos_modais,n_palvaras,prop_palavras_erradas,n_camel_case,n_upper_case,n_pronome_1,n_pronome_1_plural,n_pronome_2,n_characteres,avg_sentence,avg_word_length
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\1449.txt,1449,Fake,-1,0,6,23,36,4,3,14,5,2,17,5,32,0,0,113,0.041237113402061855,14,3,0,0,0,772,14.5,5.469026548672566
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\145.txt,145,Fake,-1,0,47,123,228,48,47,84,35,18,115,24,113,3,9,719,0.012326656394453005,49,14,8,2,2,4518,21.205882352941178,4.980528511821975
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\1450.txt,1450,Fake,-1,0,3,24,53,9,7,20,3,1,24,6,26,0,0,148,0.023622047244094488,15,8,0,0,3,926,18.625,5.0608108108108105
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\1451.txt,1451,Fake,-1,0,13,37,72,13,4,30,10,11,38,12,53,0,0,235,0.022026431718061675,6,6,0,1,0,1471,20.0,4.987234042553191
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\1452.txt,1452,Fake,-1,0,14,45,87,30,12,35,12,4,36,13,57,0,0,281,0.015873015873015872,21,5,0,2,1,1750,26.09090909090909,4.907473309608541
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\1453.txt,1453,Fake,-1,0,9,39,63,14,8,26,28,7,24,17,29,0,1,229,0.026785714285714284,1,5,1,0,1,1457,15.333333333333334,5.22707423580786
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\1454.txt,1454,Fake,-1,0,9,39,58,12,11,21,8,6,25,8,43,0,1,186,0.01744186046511628,10,2,2,1,2,1094,31.833333333333332,4.537634408602151
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\1455.txt,1455,Fake,-1,0,8,27,59,10,2,23,16,3,29,9,27,0,0,182,0.037037037037037035,10,3,0,0,1,1172,22.875,5.28021978021978
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\1456.txt,1456,Fake,-1,0,6,24,55,6,1,25,8,1,19,5,19,0,2,146,0.007518796992481203,4,3,0,0,0,907,20.857142857142858,5.068493150684931
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\1457.txt,1457,Fake,-1,0,18,83,125,35,23,66,33,9,48,27,88,1,1,475,0.015625,14,9,2,0,0,3031,19.958333333333332,5.176842105263158
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\1458.txt,1458,Fake,-1,0,6,14,36,1,3,10,3,8,17,2,15,0,1,96,0.012345679012345678,12,10,0,0,0,590,16.0,4.9375
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\1459.txt,1459,Fake,-1,0,18,32,72,13,3,25,18,3,23,15,32,0,2,214,0.016483516483516484,22,4,0,0,0,1256,27.0,4.705607476635514
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\146.txt,146,Fake,-1,0,11,32,105,9,5,29,16,34,59,9,51,0,2,305,0.004149377593360996,35,17,0,1,1,1833,21.785714285714285,4.5967213114754095
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\1460.txt,1460,Fake,-1,0,3,26,24,8,6,12,3,0,10,8,28,0,2,101,0.02040816326530612,5,3,2,0,3,619,14.857142857142858,4.801980198019802
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\1461.txt,1461,Fake,-1,0,9,31,32,17,10,20,12,2,17,12,30,0,0,164,0.018633540372670808,3,1,1,1,2,973,23.571428571428573,4.713414634146342
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\1462.txt,1462,Fake,-1,0,13,20,57,4,4,18,16,1,24,3,24,0,3,151,0.0234375,13,3,0,0,0,1000,16.77777777777778,5.430463576158941
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\1463.txt,1463,Fake,-1,0,2,17,29,5,1,11,6,3,14,3,14,0,2,92,0.024096385542168676,9,16,0,0,0,588,15.833333333333334,5.206521739130435
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\1464.txt,1464,Fake,-1,0,12,33,61,6,6,18,17,1,25,8,23,0,0,181,0.023809523809523808,12,7,0,0,0,1227,20.22222222222222,5.640883977900552
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\1465.txt,1465,Fake,-1,0,12,35,82,4,5,25,16,5,41,16,23,0,1,240,0.018604651162790697,18,12,1,0,0,1443,21.90909090909091,4.9
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\1466.txt,1466,Fake,-1,0,13,20,69,2,8,14,7,3,24,3,34,0,2,153,0.03418803418803419,20,5,0,0,0,1020,17.11111111111111,5.42483660130719
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\1467.txt,1467,Fake,-1,0,10,31,30,2,2,9,3,11,15,8,11,0,0,118,0.0,10,2,0,0,0,716,13.11111111111111,4.872881355932203
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\1469.txt,1469,Fake,-1,0,10,30,78,4,2,23,14,7,36,9,38,0,0,209,0.011363636363636364,28,12,0,0,0,1302,13.933333333333334,5.019138755980861
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\147.txt,147,Fake,-1,0,10,42,111,16,6,38,23,10,50,14,43,0,2,310,0.010676156583629894,17,8,0,0,1,2005,23.923076923076923,5.225806451612903
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\1470.txt,1470,Fake,-1,0,11,34,68,13,12,24,9,4,29,14,39,0,2,215,0.015384615384615385,10,4,0,0,4,1363,15.428571428571429,5.130232558139535
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\1471.txt,1471,Fake,-1,0,17,48,59,17,16,33,16,2,27,13,43,0,2,245,0.01652892561983471,13,5,1,0,6,1480,15.0,4.738775510204082
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\1472.txt,1472,Fake,-1,0,9,24,46,12,2,16,2,7,19,9,24,0,2,145,0.016,15,10,0,0,0,847,14.5,4.662068965517242
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\1473.txt,1473,Fake,-1,0,10,17,131,6,3,19,5,36,26,3,68,0,0,227,0.023391812865497075,49,23,0,1,1,1370,27.88888888888889,4.5198237885462555
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\1474.txt,1474,Fake,-1,0,6,14,71,4,2,6,3,5,15,7,42,0,1,124,0.013157894736842105,37,15,0,1,0,826,12.6,5.241935483870968
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\1475.txt,1475,Fake,-1,0,3,22,55,12,6,22,5,13,26,9,28,0,1,177,0.013605442176870748,22,21,0,1,0,1017,16.181818181818183,4.559322033898305
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\1476.txt,1476,Fake,-1,0,7,13,25,4,2,11,4,1,12,5,12,0,0,83,0.0,6,0,0,0,1,517,16.6,5.0602409638554215
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\1477.txt,1477,Fake,-1,0,12,21,61,10,3,18,5,3,16,6,20,0,0,143,0.03571428571428571,12,4,0,0,0,882,16.0,5.0
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\1478.txt,1478,Fake,-1,0,2,16,49,6,10,16,6,0,20,3,40,0,0,127,0.03669724770642202,10,9,0,0,4,758,14.88888888888889,4.543307086614173
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\1479.txt,1479,Fake,-1,0,13,44,101,17,18,34,11,8,37,11,59,0,3,283,0.017391304347826087,27,23,5,0,4,1686,32.111111111111114,4.69964664310954
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\148.txt,148,Fake,-1,0,15,61,224,13,19,62,15,15,88,19,70,1,4,505,0.019704433497536946,48,12,1,1,4,2974,25.4,4.623762376237623
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\1480.txt,1480,Fake,-1,0,4,13,28,7,4,10,4,2,15,3,18,1,0,89,0.025,5,2,2,0,0,546,12.857142857142858,4.898876404494382
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\1481.txt,1481,Fake,-1,0,3,10,35,6,2,12,3,0,11,1,15,0,0,85,0.028169014084507043,10,4,0,0,1,497,17.6,4.6
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\1482.txt,1482,Fake,-1,0,6,31,49,16,10,17,4,1,14,5,32,0,0,147,0.03278688524590164,14,4,0,0,2,903,16.444444444444443,4.863945578231292
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\1483.txt,1483,Fake,-1,0,18,37,49,15,10,20,10,3,21,9,41,1,0,176,0.024390243902439025,14,2,0,1,2,1079,12.857142857142858,4.829545454545454
